date,price,opening_price,highest_price,lowest_price,volume,change
2022-02-06,42392,41412,42615,41176,31200,2.37
2022-02-05,41412,41566,41900,40963,46320,-0.37
2022-02-04,41568,37288,41689,37041,95490,11.48
2022-02-03,37288,36890,37304,36297,50350,1.08
2022-02-02,36890,38711,38854,36682,53740,-4.7
2022-02-01,38710,38476,39230,38038,55200,0.55
2022-01-31,38499,37924,38701,36673,61270,1.53
2022-01-30,37918,38168,38313,37391,34100,-0.66
2022-01-29,38171,37736,38664,37350,42770,1.13
2022-01-28,37745,37196,37996,36176,69450,1.56
2022-01-27,37164,36800,37215,35543,83520,0.99
2022-01-26,36800,36962,38863,36280,107870,-0.41
2022-01-25,36951,36691,37502,35729,79680,0.72
2022-01-24,36686,36269,37424,32986,153770,1.15
2022-01-23,36270,35073,36513,34655,70430,3.4
2022-01-22,35075,36468,36750,34116,138090,-3.84
2022-01-21,36476,40698,41105,35504,155800,-10.41
2022-01-20,40716,41684,43487,40568,65280,-2.31
2022-01-19,41678,42365,42558,41161,53770,-1.62
2022-01-18,42365,42210,42674,41301,47320,0.37
2022-01-17,42209,43080,43180,41559,41440,-2.02
2022-01-16,43079,43079,43462,42643,28660,-0.04
2022-01-15,43097,43074,43778,42586,31440,0.06
2022-01-14,43073,42562,43435,41849,50500,1.21
2022-01-13,42560,43900,44405,42338,53420,-3.05
2022-01-12,43901,42735,44244,42477,53950,2.73
2022-01-11,42733,41829,43090,41288,61780,2.15
2022-01-10,41832,41849,42244,39697,85500,-0.04
2022-01-09,41848,41681,42764,41261,37510,0.42
2022-01-08,41672,41551,42304,40574,52540,0.3
2022-01-07,41547,43098,43128,40810,88360,-3.6
2022-01-06,43098,43432,43772,42481,63080,-0.76
2022-01-05,43426,45833,47019,42535,83740,-5.26
2022-01-04,45837,46436,47505,45602,55590,-1.28
2022-01-03,46430,47294,47556,45704,41060,-1.86
2022-01-02,47312,47739,47945,46718,27020,-0.89
2022-01-01,47738,46218,47918,46218,31240,3.29
